market_id,event_title,market_question,winning_outcome,date,price_no,price_yes,latest_finance_report_date,latest_finance_summary,finance_gap_flag,finance_events_today_json
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-09-21 00:00:00+00:00,0.997,0.003,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-09-22 00:00:00+00:00,0.997,0.003,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-09-23 00:00:00+00:00,0.997,0.003,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-09-24 00:00:00+00:00,0.997,0.003,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-09-25 00:00:00+00:00,0.993,0.007,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-09-26 00:00:00+00:00,0.995,0.005,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-09-27 00:00:00+00:00,0.9955,0.0045,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-09-28 00:00:00+00:00,0.9965,0.0035,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-09-29 00:00:00+00:00,0.9965,0.0035,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-09-30 00:00:00+00:00,0.9965,0.0035,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-01 00:00:00+00:00,0.9965,0.0035,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-02 00:00:00+00:00,0.9945,0.0055,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-03 00:00:00+00:00,0.9975,0.0025,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-04 00:00:00+00:00,0.9975,0.0025,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-05 00:00:00+00:00,0.9975,0.0025,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-06 00:00:00+00:00,0.9975,0.0025,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-07 00:00:00+00:00,0.9975,0.0025,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-08 00:00:00+00:00,0.9935,0.0065,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-09 00:00:00+00:00,0.9975,0.0025,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-10 00:00:00+00:00,0.9975,0.0025,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-11 00:00:00+00:00,0.9985,0.0015,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-12 00:00:00+00:00,0.9985,0.0015,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-13 00:00:00+00:00,0.9995,0.0005,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-14 00:00:00+00:00,0.9985,0.0015,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-15 00:00:00+00:00,0.9985,0.0015,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-16 00:00:00+00:00,0.9985,0.0015,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-17 00:00:00+00:00,0.9985,0.0015,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-18 00:00:00+00:00,0.998,0.002,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-19 00:00:00+00:00,0.9975,0.0025,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-20 00:00:00+00:00,0.9985,0.0015,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-21 00:00:00+00:00,0.9975,0.0025,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-22 00:00:00+00:00,0.9985,0.0015,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-23 00:00:00+00:00,0.9985,0.0015,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-24 00:00:00+00:00,0.998,0.002,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-25 00:00:00+00:00,0.998,0.002,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-26 00:00:00+00:00,0.999,0.001,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-27 00:00:00+00:00,0.999,0.001,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-28 00:00:00+00:00,0.9995,0.0005,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-29 00:00:00+00:00,0.9995,0.0005,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-30 00:00:00+00:00,0.9995,0.0005,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-10-31 00:00:00+00:00,0.9995,0.0005,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-11-01 00:00:00+00:00,0.9995,0.0005,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-11-02 00:00:00+00:00,0.9995,0.0005,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-11-03 00:00:00+00:00,0.999,0.001,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-11-04 00:00:00+00:00,0.9995,0.0005,,,True,[]
504868,Democratic VP nominee on election day?,Will Michelle Obama be D-nom for VP on Election Day?,No,2024-11-05 00:00:00+00:00,0.999,0.001,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-10 00:00:00+00:00,0.98,0.02,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-11 00:00:00+00:00,0.9955,0.0045,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-12 00:00:00+00:00,0.9955,0.0045,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-13 00:00:00+00:00,0.9945,0.0055,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-14 00:00:00+00:00,0.9955,0.0045,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-15 00:00:00+00:00,0.996,0.004,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-16 00:00:00+00:00,0.9965,0.0035,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-17 00:00:00+00:00,0.9965,0.0035,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-18 00:00:00+00:00,0.996,0.004,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-19 00:00:00+00:00,0.996,0.004,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-20 00:00:00+00:00,0.996,0.004,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-21 00:00:00+00:00,0.9955,0.0045,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-22 00:00:00+00:00,0.996,0.004,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-23 00:00:00+00:00,0.9965,0.0035,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-24 00:00:00+00:00,0.9965,0.0035,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-25 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-26 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-27 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-28 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-29 00:00:00+00:00,0.998,0.002,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-30 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-08-31 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-01 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-02 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-03 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-04 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-05 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-06 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-07 00:00:00+00:00,0.998,0.002,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-08 00:00:00+00:00,0.9985,0.0015,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-09 00:00:00+00:00,0.9955,0.0045,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-10 00:00:00+00:00,0.995,0.005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-11 00:00:00+00:00,0.994,0.006,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-12 00:00:00+00:00,0.994,0.006,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-13 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-14 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-15 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-16 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-17 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-18 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-19 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-20 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-21 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-22 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-23 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-24 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-25 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-26 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-27 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-28 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-29 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-09-30 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-01 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-02 00:00:00+00:00,0.9975,0.0025,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-03 00:00:00+00:00,0.9985,0.0015,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-04 00:00:00+00:00,0.9985,0.0015,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-05 00:00:00+00:00,0.9985,0.0015,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-06 00:00:00+00:00,0.9985,0.0015,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-07 00:00:00+00:00,0.9985,0.0015,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-08 00:00:00+00:00,0.9985,0.0015,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-09 00:00:00+00:00,0.998,0.002,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-10 00:00:00+00:00,0.9985,0.0015,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-11 00:00:00+00:00,0.9985,0.0015,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-12 00:00:00+00:00,0.9985,0.0015,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-13 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-14 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-15 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-16 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-17 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-18 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-19 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-20 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-21 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-22 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-23 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-24 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-25 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-26 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-27 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-28 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-29 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-30 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-10-31 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-11-01 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-11-02 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-11-03 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-11-04 00:00:00+00:00,0.9995,0.0005,,,True,[]
504873,Democratic VP nominee on election day?,Will Gavin Newsom be D-nom for VP on Election Day?,No,2024-11-05 00:00:00+00:00,0.9995,0.0005,,,True,[]
507237,Pennsylvania Margin of Victory,Will the Democratic candidate win Pennsylvania by 0.5%-1%?,No,2024-09-18 00:00:00+00:00,0.885,0.115,,,True,[]
507237,Pennsylvania Margin of Victory,Will the Democratic candidate win Pennsylvania by 0.5%-1%?,No,2024-09-19 00:00:00+00:00,0.925,0.075,,,True,[]
507237,Pennsylvania Margin of Victory,Will the Democratic candidate win Pennsylvania by 0.5%-1%?,No,2024-09-20 00:00:00+00:00,0.93,0.07,,,True,[]
